fid,district_name,origin_id,structure_no,latitude,longitude,pue
7651793,zombo,78937,2,2.53430483,30.82305688,
7651833,zombo,161981,2,2.53468955,30.82155949,
7651886,zombo,136282,2,2.53415791,30.81987988,
7652048,zombo,33888,1,2.53218626,30.82082483,
7652077,zombo,30859,2,2.53343571,30.821573,
7652123,zombo,61340,1,2.5345365,30.82224448,
7650655,zombo,58841,1,2.52902185,30.82009971,
7651124,zombo,89879,5,2.52629102,30.82019794,
7650909,zombo,152089,1,2.52870091,30.82022122,
7650601,zombo,39570,1,2.52960836,30.82036761,
7650739,zombo,87562,1,2.52657879,30.8203913,
7651375,zombo,127463,4,2.52516416,30.82040766,
7651337,zombo,135618,4,2.52801679,30.82049844,
7650880,zombo,140294,1,2.52595495,30.82050661,
7650934,zombo,161768,1,2.52652079,30.82061905,
7651399,zombo,177879,4,2.53006227,30.8206417,
7651302,zombo,47525,4,2.52774481,30.82066658,
7651197,zombo,3156,5,2.52681445,30.82074423,
7651386,zombo,169110,4,2.52913734,30.82074874,
7651060,zombo,23849,6,2.52986611,30.82086834,
7650552,zombo,17636,1,2.52728024,30.82089684,
7650901,zombo,148494,1,2.52659135,30.82122949,
7651336,zombo,155625,4,2.52979576,30.82125836,
7650748,zombo,93113,1,2.52972457,30.82150793,
7651038,zombo,136708,7,2.52539245,30.8217283,
7651270,zombo,35374,4,2.52969388,30.82174805,
7650877,zombo,138738,1,2.52912191,30.82199546,
7651315,zombo,158516,3,2.52633422,30.82204794,
7651142,zombo,146264,5,2.52635374,30.82223303,
7650936,zombo,164767,1,2.53036817,30.82232179,
7650942,zombo,166519,1,2.52587509,30.82245492,
7650741,zombo,88193,1,2.52604972,30.82254791,
7650696,zombo,75213,1,2.52613039,30.8227772,
7651436,zombo,37322,4,2.52682906,30.82212498,
7651444,zombo,15514,2,2.53012071,30.8204286,
7651495,zombo,97220,2,2.52706167,30.82057327,
7651501,zombo,151389,2,2.52993911,30.8214817,
7651630,zombo,108547,2,2.53013163,30.82149496,
7651735,zombo,31076,2,2.52782326,30.82093283,
7651758,zombo,74409,2,2.52905397,30.82166234,
7651892,zombo,109755,2,2.53023578,30.82108666,
7652016,zombo,55982,2,2.52480268,30.82024238,
7652086,zombo,131189,2,2.52740075,30.82042778,
7652113,zombo,171528,1,2.52697887,30.82035129,
7652155,zombo,141361,1,2.52604358,30.82007566,
7652173,zombo,21436,2,2.52495696,30.82004196,
7652191,zombo,123880,2,2.52617334,30.82109137,
7649537,zombo,142634,4,2.51131922,30.8231635,
7649173,zombo,16535,6,2.51132418,30.82282265,
7649559,zombo,174418,4,2.51175722,30.82328603,
7649590,zombo,8937,2,2.51191539,30.82351352,
7648821,zombo,135268,1,2.5120496,30.82388356,
7649783,zombo,160165,3,2.5123502,30.82327844,
7649036,zombo,86010,8,2.51243582,30.82223004,
7649343,zombo,65421,1,2.51262275,30.82219481,
7648468,zombo,16293,1,2.51263225,30.82373926,
7649481,zombo,29344,4,2.5128002,30.82281186,
7648798,zombo,128771,1,2.51286252,30.82394861,
7648498,zombo,28068,1,2.5131677,30.82333708,
7648433,zombo,4973,1,2.5134,30.82302724,
7648470,zombo,16948,1,2.51344488,30.82340572,
7649707,zombo,135060,1,2.51344554,30.82182415,
7649480,zombo,144134,4,2.51345582,30.82210866,
7649665,zombo,64234,3,2.51361929,30.82390257,
7649309,zombo,10863,5,2.51365538,30.82167153,
7649844,zombo,99535,2,2.51365629,30.82142865,
7648465,zombo,15709,1,2.51378148,30.82239046,
7648575,zombo,55564,1,2.51437712,30.8225265,
7648705,zombo,101809,1,2.51463396,30.82184338,
7649554,zombo,46738,3,2.5149445,30.82313077,
7649303,zombo,170211,5,2.51512053,30.8229768,
7649866,zombo,146045,1,2.51504266,30.82279592,
7649900,zombo,52927,3,2.51113572,30.82384025,
7649999,zombo,93140,2,2.51249441,30.82395683,
7650005,zombo,134760,2,2.51339127,30.82255674,
7650008,zombo,74376,2,2.51424772,30.82392402,
7650017,zombo,146203,2,2.51385451,30.82315683,
7650038,zombo,156258,2,2.51355389,30.82318405,
7650135,zombo,110500,2,2.51321651,30.82127721,
7650267,zombo,28054,2,2.51270986,30.82345565,
7650271,zombo,41479,2,2.51398956,30.82412767,
7650286,zombo,43620,2,2.51142172,30.82415413,
7650358,zombo,33860,2,2.51286249,30.82318899,
7650420,zombo,52901,1,2.51350514,30.82229349,
7650467,zombo,6562,2,2.51302317,30.82359217,
7650483,zombo,120205,2,2.51347388,30.82277052,
7650489,zombo,93333,2,2.51401451,30.82380135,
7650505,zombo,172459,2,2.51310558,30.8224917,
7651082,zombo,41514,6,2.54138793,30.82355894,
7651106,zombo,31099,6,2.54139382,30.82297532,
7651046,zombo,148944,7,2.54140236,30.82395015,
7651249,zombo,106473,1,2.54150747,30.82377192,
7651160,zombo,164491,5,2.54172526,30.82615346,
7650893,zombo,144146,1,2.54179808,30.825295,
7651044,zombo,155170,7,2.54217194,30.825341,
7650874,zombo,136407,1,2.54236391,30.82587967,
7650959,zombo,173598,1,2.5423737,30.82486382,
7650697,zombo,75800,1,2.54374756,30.82570709,
7651116,zombo,139542,6,2.54412337,30.82578324,
7650779,zombo,102880,1,2.54434677,30.82583943,
7650951,zombo,170538,1,2.54445263,30.82548972,
7651148,zombo,99071,5,2.5445704,30.82613631,
7650811,zombo,114290,1,2.5446824,30.82587664,
7650715,zombo,80394,1,2.5447133,30.82683082,
7650846,zombo,128923,1,2.54484088,30.82605179,
7651179,zombo,51948,5,2.54497589,30.8249636,
7650935,zombo,162252,1,2.54507947,30.82611177,
7650555,zombo,17927,1,2.54523799,30.82348599,
7651305,zombo,108070,4,2.54436333,30.8275294,
7651308,zombo,22497,3,2.54235218,30.82551837,
7651309,zombo,43296,2,2.54192174,30.8262321,
7651338,zombo,7929,4,2.54506966,30.82719855,
7651358,zombo,12406,4,2.54409754,30.82696029,
7651360,zombo,11596,4,2.54157662,30.82534103,
7651365,zombo,11948,4,2.54498669,30.82547742,
7651478,zombo,152659,2,2.54490687,30.82704426,
7651485,zombo,115891,3,2.54411922,30.82619555,
7651490,zombo,39111,1,2.54139411,30.82322007,
7651784,zombo,8901,1,2.54242416,30.82530926,
7651885,zombo,171873,1,2.54179259,30.82592391,
7651910,zombo,86223,1,2.54420939,30.82602948,
7652100,zombo,51030,2,2.54124665,30.82518139,
7652103,zombo,86003,2,2.5444769,30.82713651,
7652171,zombo,21012,2,2.54335442,30.82647773,
7651769,zombo,84495,2,2.54831199,30.82331266,
7650757,zombo,95301,1,2.54552621,30.82331318,
7650763,zombo,97070,1,2.54577251,30.82348786,
7650628,zombo,50375,1,2.54674358,30.82364573,
7651392,zombo,28008,4,2.54752854,30.82364516,
7651620,zombo,54565,3,2.54698934,30.82365415,
7651764,zombo,71237,2,2.54644515,30.82389545,
7650687,zombo,72167,1,2.54604108,30.82394395,
7650876,zombo,138385,1,2.5485018,30.82403545,
7650918,zombo,154680,1,2.54778597,30.82415029,
7650857,zombo,131594,1,2.547507,30.82421168,
7650549,zombo,16732,1,2.54664669,30.82430525,
7650723,zombo,83020,1,2.54684971,30.82432288,
7651357,zombo,129185,2,2.54597287,30.82435067,
7650816,zombo,115367,1,2.54783298,30.82437311,
7651355,zombo,50609,4,2.54576077,30.82449466,
7650681,zombo,68223,1,2.54766472,30.82461427,
7650938,zombo,165399,1,2.54582141,30.82468668,
7650803,zombo,111156,1,2.5463639,30.82487532,
7651077,zombo,65108,6,2.54578074,30.82501617,
7650796,zombo,109677,1,2.54536656,30.82505153,
7650922,zombo,155980,1,2.54633924,30.82514289,
7650699,zombo,76203,1,2.54731942,30.82518224,
7651623,zombo,29434,3,2.5460608,30.82521121,
7650929,zombo,158129,1,2.54744456,30.82554582,
7651601,zombo,17943,3,2.54571758,30.82564406,
7651711,zombo,13195,3,2.54552145,30.82573507,
7651596,zombo,41842,3,2.54601442,30.82577768,
7650509,zombo,803,1,2.54841475,30.82626106,
7651157,zombo,133849,5,2.54824876,30.82653086,
7650931,zombo,159849,1,2.5479717,30.82657007,
7651389,zombo,135190,4,2.54819017,30.82684706,
7651114,zombo,93402,6,2.54784519,30.827017,
7650827,zombo,119484,1,2.54610435,30.82831556,
7651785,zombo,137596,2,2.54777824,30.82651606,
7651884,zombo,143174,2,2.54680906,30.82540456,
7651956,zombo,147434,2,2.54663138,30.82852215,
7651957,zombo,149868,2,2.54789583,30.82325236,
7651974,zombo,51055,2,2.54739086,30.82594784,
7651994,zombo,47458,2,2.54715098,30.82456943,
7652005,zombo,55351,2,2.54674125,30.82879249,
7652011,zombo,127945,2,2.54682157,30.82321192,
7652012,zombo,124290,2,2.54574094,30.82807421,
7652049,zombo,41532,2,2.54708327,30.82594161,
7652059,zombo,38613,2,2.54612704,30.82468215,
7652101,zombo,143776,2,2.54841872,30.82314094,
7652116,zombo,60663,2,2.54752166,30.82450018,
7652127,zombo,60232,2,2.54703619,30.8249322,
7652152,zombo,148172,2,2.54648057,30.82463509,
7652177,zombo,21430,1,2.546049,30.82491781,
7650822,zombo,117261,1,2.53313461,30.82816683,
7650586,zombo,32844,1,2.53322984,30.82491581,
7650565,zombo,23586,1,2.53335861,30.8284781,
7650747,zombo,92295,1,2.53374281,30.82793283,
7650829,zombo,120064,1,2.53396711,30.82533912,
7651266,zombo,107885,4,2.53396956,30.82565983,
7650838,zombo,125927,1,2.53413167,30.82587491,
7652026,zombo,25162,2,2.53502415,30.82609438,
7650958,zombo,172220,1,2.53515637,30.82576647,
7650852,zombo,129622,1,2.53532645,30.82767641,
7651652,zombo,21249,3,2.53546614,30.82718287,
7651634,zombo,16807,1,2.53552931,30.8260146,
7650729,zombo,83798,1,2.53554119,30.82762644,
7650941,zombo,166394,1,2.53557621,30.82660572,
7651191,zombo,29700,5,2.53573695,30.82603985,
7651577,zombo,165489,3,2.53583073,30.82569536,
7651550,zombo,124935,1,2.53587755,30.82488794,
7650798,zombo,110226,1,2.53594184,30.82458433,
7651651,zombo,109785,3,2.53604033,30.82669349,
7651251,zombo,28878,4,2.53604361,30.82704425,
7651020,zombo,14170,7,2.53605769,30.82474631,
7651823,zombo,160361,2,2.53609465,30.82435495,
7650656,zombo,59160,1,2.5363202,30.82878616,
7651931,zombo,67313,2,2.53640344,30.82513852,
7651428,zombo,98964,4,2.53640996,30.82849682,
7651512,zombo,126057,2,2.53660105,30.82842191,
7652024,zombo,52180,1,2.53678247,30.82827987,
7651312,zombo,42634,4,2.53711617,30.82495886,
7650923,zombo,156437,1,2.5372253,30.82432538,
7651916,zombo,88195,2,2.53740196,30.82773224,
7651897,zombo,5949,2,2.53756965,30.82432387,
7651203,zombo,113997,5,2.53757637,30.8275798,
7651816,zombo,55946,2,2.53766397,30.82674944,
7650830,zombo,120067,1,2.53777878,30.82653749,
7650587,zombo,32873,1,2.53778374,30.82457858,
7652065,zombo,37759,2,2.53464016,30.82587153,
7652083,zombo,173522,2,2.53593083,30.82740585,
7652137,zombo,159751,2,2.53513699,30.82654192,
7652156,zombo,80938,2,2.53563391,30.82697488,
7652163,zombo,166151,2,2.53742866,30.82496547,
7650161,zombo,158957,2,2.51803179,30.82509738,
7649932,zombo,37236,3,2.51716264,30.82520148,
7650378,zombo,19066,2,2.51679919,30.82537014,
7649714,zombo,66651,3,2.51705505,30.82547121,
7649701,zombo,60135,3,2.51797456,30.82549608,
7650211,zombo,26630,2,2.51669517,30.82552067,
7649990,zombo,152951,1,2.51781569,30.82564328,
7649981,zombo,138094,2,2.51627172,30.825665,
7648495,zombo,26225,1,2.5164697,30.82585294,
7649500,zombo,40683,4,2.51810203,30.82585951,
7649187,zombo,80935,6,2.518344,30.82590222,
7650214,zombo,44351,1,2.51794786,30.82597549,
7650282,zombo,132824,2,2.51815847,30.82617314,
7648887,zombo,158378,1,2.51597105,30.82618779,
7650556,zombo,18039,1,2.51997867,30.8262036,
7649085,zombo,49942,7,2.51639295,30.82621553,
7648507,zombo,31200,1,2.51681383,30.82626883,
7649978,zombo,140319,2,2.5179822,30.82642253,
7649188,zombo,107923,6,2.517015,30.8264983,
7651380,zombo,150990,2,2.51979907,30.82665366,
7651048,zombo,147171,7,2.51955906,30.82673327,
7651614,zombo,14770,1,2.52252914,30.82692312,
7650946,zombo,168444,1,2.52302142,30.82694163,
7651737,zombo,19268,1,2.52204042,30.82701846,
7650962,zombo,174790,1,2.52174961,30.82703095,
7650980,zombo,60250,11,2.52231022,30.82708814,
7651057,zombo,48404,4,2.52247192,30.82719021,
7650722,zombo,82883,1,2.52205743,30.82726746,
7650895,zombo,145478,1,2.52264951,30.82743179,
7651424,zombo,68472,4,2.51959224,30.82749545,
7650864,zombo,133555,1,2.52282131,30.82801984,
7650837,zombo,125474,1,2.52241962,30.82802807,
7651868,zombo,176897,2,2.52289863,30.82828123,
7651889,zombo,153275,1,2.5194229,30.82760499,
7651945,zombo,100318,2,2.51917847,30.82753616,
7651987,zombo,27914,2,2.51944408,30.82733636,
7652063,zombo,38142,2,2.51914004,30.82791528,
7652111,zombo,60906,2,2.51938601,30.8270336,
7652121,zombo,18876,2,2.52265537,30.82668078,
7652135,zombo,53767,2,2.52210677,30.82809993,
7652112,zombo,61873,2,2.54081494,30.8252371,
7651895,zombo,163121,2,2.53993591,30.82528922,
7651986,zombo,176594,2,2.53897597,30.82535452,
7650694,zombo,74871,1,2.53936241,30.82536655,
7650957,zombo,171923,1,2.54069501,30.82540917,
7651144,zombo,22348,1,2.53865962,30.82554837,
7651016,zombo,44452,7,2.53885308,30.82556404,
7651933,zombo,116632,2,2.54015927,30.82570392,
7651017,zombo,134780,5,2.53904624,30.82574502,
7651263,zombo,125042,2,2.53921949,30.82582184,
7651474,zombo,143838,3,2.53988309,30.82586754,
7651555,zombo,160251,3,2.53880726,30.82588039,
7651924,zombo,105842,2,2.53956812,30.82610455,
7651959,zombo,98815,2,2.53799597,30.82618485,
7652145,zombo,163503,2,2.53934237,30.82624807,
7652066,zombo,39654,2,2.53926635,30.82643961,
7651190,zombo,103817,5,2.53891101,30.82661969,
7652017,zombo,70248,2,2.53871073,30.82686068,
7650524,zombo,6929,1,2.53789853,30.8274199,
7650512,zombo,1989,1,2.53898828,30.82848711,
7648749,zombo,114657,1,2.51889137,30.82650572,
7648459,zombo,14460,1,2.51753009,30.82651528,
7649801,zombo,57219,3,2.51856478,30.82663565,
7648748,zombo,114517,1,2.51715589,30.82684225,
7648430,zombo,3188,1,2.51857182,30.82684602,
7650070,zombo,109223,2,2.5163904,30.82685912,
7649634,zombo,68911,3,2.51659142,30.82712061,
7648688,zombo,97064,1,2.5178055,30.82712811,
7649354,zombo,56274,5,2.51692374,30.82716626,
7649542,zombo,50151,4,2.5163632,30.82727148,
7649508,zombo,24665,4,2.51638699,30.82747198,
7649279,zombo,145068,5,2.51742384,30.82753522,
7649326,zombo,131991,3,2.51759943,30.8276362,
7649516,zombo,111763,4,2.51616779,30.82788727,
7648808,zombo,131486,1,2.51903865,30.82789441,
7649197,zombo,145799,6,2.51751523,30.8279579,
7650137,zombo,2891,2,2.51807782,30.82799707,
7650181,zombo,89114,2,2.5189685,30.82828896,
7649237,zombo,138483,5,2.51734733,30.82907222,
7649569,zombo,121162,4,2.51700044,30.82915193,
7648782,zombo,124209,1,2.51659499,30.82920063,
7648486,zombo,23287,1,2.51855865,30.82929824,
7649736,zombo,156116,1,2.51692818,30.8293224,
7648629,zombo,77238,1,2.51895264,30.8294361,
7649955,zombo,18715,3,2.51836739,30.82947084,
7649332,zombo,86654,4,2.51720678,30.82952699,
7649348,zombo,138102,1,2.51706375,30.82966019,
7649204,zombo,2207,3,2.51723094,30.82975925,
7649873,zombo,27291,3,2.51853916,30.82983967,
7649047,zombo,71719,8,2.51701623,30.82984611,
7650058,zombo,177624,2,2.51656758,30.82989622,
7649301,zombo,17271,5,2.51795423,30.82993247,
7649322,zombo,40532,2,2.51720798,30.82994877,
7649725,zombo,104394,3,2.5176138,30.83008638,
7648995,zombo,169557,9,2.51830795,30.83045391,
7650209,zombo,15417,1,2.51741276,30.82976791,
7650226,zombo,37465,2,2.51745054,30.82944408,
7650234,zombo,16792,1,2.51834758,30.8267042,
7650262,zombo,46906,2,2.51662333,30.82761013,
7650339,zombo,30427,2,2.51760496,30.82702001,
7650414,zombo,66696,2,2.51747274,30.82721378,
7650417,zombo,67100,2,2.51807096,30.82678179,
7649409,zombo,154464,4,2.51746914,30.83118292,
7648931,zombo,177003,1,2.51720591,30.83133152,
7650428,zombo,66609,2,2.51759796,30.83161619,
7648506,zombo,30198,1,2.51812263,30.83158796,
7651608,zombo,126327,3,2.52015623,30.82964088,
7651627,zombo,127126,1,2.51975835,30.82739427,
7651693,zombo,40405,3,2.52067702,30.82951159,
7651768,zombo,13105,2,2.51913525,30.82932634,
7651800,zombo,81705,2,2.51959773,30.82990182,
7651989,zombo,167478,2,2.53320073,30.83012826,
7651531,zombo,151660,3,2.5350671,30.83069822,
7651178,zombo,35160,5,2.5342557,30.83089501,
7651327,zombo,44882,3,2.53424862,30.83109791,
7650824,zombo,117699,1,2.53391803,30.83130827,
7650839,zombo,126321,1,2.53410255,30.83143048,
7650689,zombo,72757,1,2.53372141,30.83151432,
7651586,zombo,97088,3,2.53537603,30.83163327,
7651524,zombo,93580,2,2.5337742,30.83179581,
7651688,zombo,178014,3,2.53402534,30.83185147,
7651074,zombo,179010,6,2.53360397,30.83190446,
7650917,zombo,154657,1,2.53441549,30.83191378,
7651878,zombo,128401,2,2.53358885,30.83218464,
7652162,zombo,178433,1,2.53427112,30.8322129,
7651725,zombo,31722,3,2.53327155,30.83221938,
7651137,zombo,49694,5,2.53406125,30.83224481,
7652098,zombo,169646,1,2.53375334,30.83232673,
7651602,zombo,116585,3,2.53285097,30.83250341,
7651728,zombo,47779,3,2.53374149,30.83254469,
7651705,zombo,65344,3,2.53411445,30.83255652,
7651366,zombo,76159,2,2.53341915,30.83256924,
7651085,zombo,167279,6,2.53331154,30.83273086,
7652176,zombo,130078,2,2.53447307,30.83275453,
7651143,zombo,122493,5,2.53370944,30.83281262,
7651670,zombo,114808,3,2.53301673,30.83293451,
7651153,zombo,129209,3,2.53438483,30.83311187,
7651449,zombo,146605,4,2.53278631,30.83321515,
7651846,zombo,116869,2,2.53321935,30.83328786,
7651043,zombo,44429,7,2.53443009,30.83336515,
7651696,zombo,109999,1,2.53465337,30.8333873,
7650021,zombo,132650,2,2.51815356,30.83177475,
7649721,zombo,108220,3,2.51840441,30.83238967,
7649097,zombo,149669,7,2.51880744,30.83290358,
7649241,zombo,129909,3,2.5188817,30.83308826,
7650323,zombo,102219,2,2.51895614,30.83239823,
7650510,zombo,1260,1,2.51932259,30.83255743,
7650761,zombo,96560,1,2.52728183,30.83697798,
7650734,zombo,86012,1,2.52913534,30.83386337,
7650692,zombo,74362,1,2.5296354,30.83349727,
7650514,zombo,3306,1,2.53043222,30.8366487,
7650773,zombo,99630,1,2.53062591,30.83650862,
7650611,zombo,41958,1,2.53093495,30.8364477,
7650788,zombo,105797,1,2.53110234,30.83720148,
7650606,zombo,41199,1,2.53130099,30.83089806,
7650771,zombo,98707,1,2.53134792,30.83126248,
7650801,zombo,110530,1,2.53150224,30.83683171,
7650859,zombo,132218,1,2.53219082,30.83459906,
7650746,zombo,91168,1,2.53221747,30.8374654,
7651238,zombo,169938,4,2.53191872,30.8370861,
7651353,zombo,140612,4,2.52942597,30.83374529,
7651400,zombo,3376,4,2.53124324,30.83669782,
7651413,zombo,98292,4,2.53181718,30.83123551,
7651442,zombo,16529,4,2.53136153,30.83589235,
7651489,zombo,60532,3,2.53202679,30.830779,
7651492,zombo,175456,3,2.53234006,30.83445161,
7651588,zombo,175394,3,2.52917947,30.83286962,
7651661,zombo,80289,3,2.53105646,30.83741061,
7651855,zombo,84948,1,2.53138182,30.83615441,
7651894,zombo,117802,2,2.53074712,30.83633539,
7651938,zombo,106988,2,2.53101119,30.83106692,
7652057,zombo,38643,2,2.53127995,30.83699277,
7652109,zombo,43106,2,2.51936532,30.83302958,
7652119,zombo,67510,2,2.53139168,30.83566647,
7652161,zombo,169684,2,2.52974459,30.83309051,
7650905,zombo,150306,1,2.53556124,30.83239222,
7651205,zombo,178000,4,2.53562867,30.8338187,
7651173,zombo,95017,5,2.535884,30.83361026,
7650781,zombo,103767,1,2.53599508,30.83334338,
7651518,zombo,129682,3,2.53600523,30.83303304,
7651457,zombo,74590,3,2.53603329,30.83216573,
7650853,zombo,130385,1,2.53615661,30.83191769,
7651639,zombo,79782,3,2.53622731,30.83280125,
7651214,zombo,74100,5,2.53667067,30.83280311,
7650627,zombo,49205,1,2.53744952,30.83380514,
7650775,zombo,100681,1,2.53756202,30.83433626,
7650599,zombo,38140,1,2.53759191,30.83278311,
7650954,zombo,171012,1,2.5377265,30.83360145,
7650855,zombo,130954,1,2.53777016,30.83383677,
7651606,zombo,26648,3,2.53787137,30.83264291,
7651676,zombo,39883,3,2.53798432,30.83423917,
7651479,zombo,125090,3,2.5384781,30.83398234,
7651736,zombo,44950,3,2.53575529,30.83262012,
7651780,zombo,148560,2,2.53832808,30.83431123,
7651803,zombo,170823,2,2.53906694,30.83129983,
7651804,zombo,12217,2,2.53550338,30.8335728,
7651915,zombo,66116,2,2.53857005,30.83448553,
7651972,zombo,29537,2,2.53890562,30.83155012,
7652006,zombo,134712,1,2.53778114,30.83427921,
7652073,zombo,46704,2,2.53830457,30.83383729,
7652079,zombo,115241,2,2.53961787,30.83154396,
7652170,zombo,97593,2,2.53560771,30.83210063,
7651790,zombo,169156,2,2.53541592,30.83415778,
7651165,zombo,38720,5,2.53936987,30.83457542,
7651371,zombo,126936,4,2.53979379,30.83456535,
7651744,zombo,149486,3,2.5405396,30.83415013,
7650727,zombo,83217,1,2.5408479,30.83391775,
7651773,zombo,70515,2,2.54104945,30.83371224,
7650629,zombo,50532,1,2.5411272,30.8332298,
7651372,zombo,115388,4,2.54114827,30.83410628,
7650638,zombo,53806,1,2.54139004,30.83394331,
7651120,zombo,178041,5,2.54156156,30.83354681,
7651706,zombo,92749,3,2.54327003,30.836507,
7651611,zombo,38031,3,2.54348974,30.83674832,
7650649,zombo,57466,1,2.54351945,30.83634994,
7651723,zombo,15945,3,2.543619,30.83464254,
7651459,zombo,42517,3,2.54416035,30.83413153,
7650588,zombo,33370,1,2.54432216,30.83564332,
7650589,zombo,33566,1,2.54451212,30.83504097,
7650782,zombo,103870,1,2.54453149,30.83536485,
7650817,zombo,115958,1,2.54481616,30.83376245,
7651397,zombo,147080,4,2.54490608,30.83332961,
7650534,zombo,9838,1,2.54512717,30.83694317,
7651604,zombo,26659,3,2.54512779,30.83586717,
7651322,zombo,53183,4,2.54534624,30.83612178,
7651342,zombo,102674,4,2.54548677,30.83638232,
7651204,zombo,43384,5,2.54549052,30.83710355,
7651734,zombo,128992,2,2.54555528,30.83689515,
7650776,zombo,100908,1,2.54557553,30.83553096,
7651134,zombo,106108,5,2.54574803,30.83477142,
7650912,zombo,153026,1,2.54579935,30.83415919,
7651585,zombo,48162,3,2.54582146,30.83589443,
7650665,zombo,63198,1,2.54585209,30.83685434,
7651788,zombo,80820,2,2.54606175,30.83666806,
7651112,zombo,173037,6,2.54619738,30.83710595,
7651799,zombo,12880,2,2.54497697,30.83363422,
7651802,zombo,86717,2,2.54366049,30.83664487,
7651975,zombo,126986,2,2.5453772,30.83564845,
7651983,zombo,96764,2,2.54456585,30.83419945,
7651992,zombo,48360,1,2.54386791,30.83459873,
7651997,zombo,27229,1,2.54534104,30.8369681,
7652034,zombo,40590,2,2.53990922,30.83426917,
7652124,zombo,27144,2,2.54500088,30.8341948,
7652136,zombo,60291,1,2.54519786,30.83628705,
7650709,zombo,78641,1,2.54675487,30.83725684,
7651098,zombo,122610,1,2.53294115,30.83370511,
7650596,zombo,35857,1,2.53534906,30.83374865,
7650988,zombo,70897,9,2.53287596,30.83391647,
7650726,zombo,83158,1,2.53336991,30.83396593,
7651002,zombo,6745,5,2.53269761,30.83403092,
7651056,zombo,59312,6,2.53363313,30.83412691,
7650885,zombo,141392,1,2.53300988,30.83420448,
7650575,zombo,27833,1,2.53369362,30.83434199,
7650760,zombo,96011,1,2.53270002,30.83440002,
7651185,zombo,155602,5,2.53318788,30.83447942,
7651607,zombo,134908,3,2.53283213,30.83463986,
7651928,zombo,98226,1,2.53266552,30.83472759,
7651958,zombo,156506,2,2.53306309,30.83480821,
7663923,zombo,41726,6,2.53074711,30.84348659,
7663764,zombo,169419,1,2.53018266,30.84384935,
7663879,zombo,35638,7,2.53074598,30.84403943,
7663605,zombo,113354,1,2.53062218,30.8480935,
7663479,zombo,67180,1,2.53045845,30.84817424,
7663920,zombo,179042,6,2.53303493,30.84827207,
7663598,zombo,111154,1,2.53075275,30.84831285,
7663407,zombo,42399,1,2.53043191,30.84835825,
7664043,zombo,149860,2,2.530965,30.84391796,
7664046,zombo,59945,5,2.53551952,30.84591935,
7664120,zombo,53976,4,2.53349938,30.84852493,
7664147,zombo,94643,1,2.53080153,30.84366554,
7664320,zombo,108716,3,2.53260544,30.84863574,
7664372,zombo,158569,2,2.53551126,30.84565631,
7664451,zombo,108792,1,2.53333157,30.84838129,
7664463,zombo,140905,3,2.53083598,30.84429858,
7664510,zombo,57054,3,2.53288549,30.84870688,
7664737,zombo,79849,2,2.53026658,30.8442434,
7664756,zombo,81225,1,2.53052112,30.84327103,
7664786,zombo,71669,1,2.53533144,30.84600639,
7664798,zombo,92883,2,2.5308085,30.84323175,
7664818,zombo,157162,1,2.53108223,30.84373774,
7664869,zombo,4290,2,2.5312943,30.84427117,
7664978,zombo,21660,2,2.53003076,30.8481549,
7651847,zombo,111814,2,2.54879754,30.83486196,
7651765,zombo,159861,1,2.5493222,30.83501941,
7650749,zombo,93306,1,2.54909842,30.83542552,
7650561,zombo,21715,1,2.54937349,30.83558363,
7651147,zombo,22388,5,2.54855778,30.83559828,
7652139,zombo,99123,2,2.54809017,30.83588238,
7651883,zombo,126219,2,2.54844038,30.83595258,
7650892,zombo,144049,1,2.54865722,30.83595313,
7651999,zombo,75247,1,2.54920114,30.83600261,
7650809,zombo,113603,1,2.5479767,30.83640331,
7650576,zombo,29452,1,2.54800684,30.83662903,
7650939,zombo,166047,1,2.54697717,30.83722376,
7650647,zombo,56563,1,2.54901781,30.83744332,
7651896,zombo,91571,1,2.54855438,30.83756505,
7650672,zombo,64814,1,2.54912011,30.8376208,
7651599,zombo,145652,1,2.54894769,30.83809971,
7663273,zombo,2923,1,2.54902564,30.84868726,
7664296,zombo,175811,3,2.54804735,30.84814053,
7664356,zombo,160984,3,2.54857028,30.8481555,
7664796,zombo,76580,2,2.54811979,30.84755398,
7664895,zombo,37916,2,2.54847568,30.84882576,
7664964,zombo,103895,2,2.54833338,30.84764087,
7665046,zombo,58130,2,2.54752508,30.85061642,
7651350,zombo,171305,4,2.53551952,30.8350779,
7650755,zombo,95027,1,2.53572856,30.83509272,
7650666,zombo,63518,1,2.53309295,30.83527632,
7651131,zombo,177796,5,2.53359452,30.83536817,
7650630,zombo,51427,1,2.53579023,30.8357379,
7650868,zombo,134135,1,2.53613967,30.83580983,
7651234,zombo,95184,4,2.53289193,30.83581468,
7651396,zombo,177121,1,2.53447385,30.8362005,
7651122,zombo,69219,2,2.53483652,30.83621348,
7650991,zombo,5469,9,2.53462924,30.8363493,
7651224,zombo,140399,5,2.53331586,30.83636728,
7651076,zombo,25578,4,2.5348009,30.8365579,
7651250,zombo,135965,2,2.53480316,30.83675532,
7651039,zombo,6427,7,2.53436355,30.83683994,
7651036,zombo,92935,7,2.53461328,30.83699996,
7651394,zombo,106544,4,2.5359056,30.8370267,
7651401,zombo,95086,3,2.53439664,30.83718344,
7651450,zombo,102388,4,2.53532398,30.83663678,
7651727,zombo,132955,3,2.53321347,30.83496533,
